id,screen_name,followers_count,created_at,protected,verified,statuses_count,friends_count
97185701,alexrombodituon,6,2009-12-16 10:56:43+00:00,False,False,0,219
35172985,baybays,1,2009-04-25 07:43:38+00:00,False,False,0,1
70969288,sisimi09,4,2009-09-02 13:54:04+00:00,False,False,0,0
67806729,ychocolate,1,2009-08-22 03:50:08+00:00,False,False,2,1
72422327,gramejill,5,2009-09-08 00:11:04+00:00,False,False,26,5
43971651,babygirl775,2,2009-06-01 21:00:44+00:00,False,False,1,2
50806688,jeancaffrey,9,2009-06-25 23:09:49+00:00,False,False,19,82
54716932,feelmedic,7,2009-07-07 23:19:01+00:00,False,False,0,4
90260414,Mysteri61018037,0,2009-11-15 22:13:48+00:00,False,False,0,0
48911461,jamesgolan,12,2009-06-20 03:09:46+00:00,False,False,38,41
80654125,ahtrapsm,304,2009-10-07 19:07:28+00:00,False,False,27270,1220
83419366,Bache2,196,2009-10-18 18:52:20+00:00,False,False,29762,472
62578976,pachecoz14,0,2009-08-03 18:08:38+00:00,False,False,1,5
23655713,Babyfce83,4,2009-03-10 20:58:41+00:00,False,False,5,21
74894150,SHANE12770,6,2009-09-17 01:10:28+00:00,False,False,7,64
93643502,Ingiolel,0,2009-11-30 14:47:21+00:00,False,False,0,3
65314955,barbie_my,10,2009-08-13 08:20:58+00:00,False,False,62,22
94583591,TiaguitoPadilla,1,2009-12-04 15:51:27+00:00,False,False,0,0
53279300,seldom101,6,2009-07-03 03:18:14+00:00,False,False,7,0
70334480,ellasebayang,572,2009-08-31 07:04:46+00:00,False,False,16623,303
94790912,nadiya109,1,2009-12-05 13:24:00+00:00,False,False,2,20
75023441,sia131,1,2009-09-17 14:23:10+00:00,False,False,0,1
92679381,dotthai,2,2009-11-26 03:58:47+00:00,False,False,0,0
46177284,Solarisdrag,199,2009-06-10 17:54:56+00:00,False,False,738,943
28610611,alyssavdberg,15,2009-04-03 17:31:13+00:00,False,False,13,18
16306299,Uruviel,2,2008-09-16 03:16:05+00:00,False,False,92,737
84529603,sabryalopez,2,2009-10-23 07:21:45+00:00,False,False,3,31
97318756,PradoSeoane,0,2009-12-17 00:03:49+00:00,False,False,0,19
98170388,ChapRich,3,2009-12-20 17:41:14+00:00,False,False,2,0
45306695,iamdiamond20,1023,2009-06-07 08:16:28+00:00,False,False,1154,1485
51420707,Clamava,6,2009-06-27 12:04:14+00:00,False,False,2,3
57742490,geisitk,7,2009-07-17 20:07:34+00:00,False,False,8,45
35886454,ProfessorLiz,51,2009-04-27 22:32:48+00:00,False,False,460,215
78047200,debbibenn,3,2009-09-28 15:53:22+00:00,False,False,1,2
28008404,craftyk120,6,2009-04-01 00:40:24+00:00,False,False,3,14
64637595,daviddeville89,5,2009-08-11 05:38:23+00:00,False,False,0,3
49780352,Stevetrif,29,2009-06-22 21:55:42+00:00,False,False,46,8
54859218,Somochem,8,2009-07-08 10:35:12+00:00,False,False,3,4
95715061,tato1992,50,2009-12-09 19:34:45+00:00,False,False,27,428
91059046,mazebluelizard,0,2009-11-19 07:48:21+00:00,False,False,0,0
64590675,PaperTrailReLL,0,2009-08-11 01:59:13+00:00,False,False,0,0
98346884,jagan_yadav55,0,2009-12-21 10:41:35+00:00,False,False,0,1
35610653,Gucciallday26,149,2009-04-27 00:17:19+00:00,False,False,1763,218
22643460,adamacdc,0,2009-03-03 16:44:55+00:00,False,False,0,0
40265745,lopsly,64,2009-05-15 15:43:11+00:00,False,False,1,308
2559431,dfree,119,2007-03-27 21:11:33+00:00,False,False,1964,267
81678373,flapjax272,1,2009-10-11 20:29:24+00:00,False,False,9,1
98125010,quelifragoso,9,2009-12-20 13:17:01+00:00,False,False,4,0
50290340,SteveTinker,50,2009-06-24 12:26:39+00:00,False,False,193,91
89188066,angelisbeth,3,2009-11-11 13:48:32+00:00,False,False,9,36
98164470,lordoftweetz,0,2009-12-20 17:06:23+00:00,False,False,0,0
65839994,mollielton,0,2009-08-15 05:59:27+00:00,False,False,0,2
15021632,wasabibaby,12,2008-06-05 18:36:32+00:00,False,False,11,133
72014242,Hickapontas,1,2009-09-06 11:01:57+00:00,False,False,1,9
25235721,rickey69,9,2009-03-19 04:13:38+00:00,False,False,0,10
81243110,roykoo,2,2009-10-10 00:46:38+00:00,False,False,0,20
76135252,dvnfritz17,5,2009-09-21 20:35:11+00:00,False,False,8,8
83575753,shigmoge,2,2009-10-19 11:12:45+00:00,False,False,0,20
65036029,suleh,15,2009-08-12 13:34:00+00:00,False,False,75,181
87163034,Mysteri93182551,0,2009-11-03 10:36:38+00:00,False,False,0,0
61624315,KwooMukSz,0,2009-07-30 22:57:37+00:00,False,False,1,1
71336784,love_rj,0,2009-09-03 19:29:01+00:00,False,False,0,0
37646174,heceta50,3,2009-05-04 12:09:12+00:00,False,False,0,0
14897426,blaimont,2,2008-05-25 08:42:59+00:00,False,False,2,1
43695494,cheshuntgirl,2,2009-05-31 14:36:51+00:00,False,False,1,0
15717357,kimshuler,1,2008-08-04 02:39:13+00:00,False,False,6,8
66374321,skyler_bradley,2,2009-08-17 15:06:24+00:00,False,False,1,20
67399001,colleen_wade,14,2009-08-20 19:24:54+00:00,False,False,146,0
31440945,profilefilms,2,2009-04-15 16:01:23+00:00,False,False,0,0
20367403,EithneWebster,166,2009-02-08 13:55:52+00:00,False,False,230,113
93493294,cordoeiira,0,2009-11-29 22:30:45+00:00,False,False,0,0
23781334,Jult88,16,2009-03-11 15:52:56+00:00,False,False,57,174
23551959,QueenErock,210,2009-03-10 03:37:44+00:00,False,False,1431,561
67990888,ucaui98,1,2009-08-22 21:42:36+00:00,False,False,1,2
75597735,krajnarayanan,21,2009-09-19 17:27:06+00:00,False,False,66,386
37606216,irishmummie,1,2009-05-04 05:55:39+00:00,False,False,0,3
93220266,Zarazkin,1,2009-11-28 17:08:43+00:00,False,False,0,1
15063784,stangie12,9,2008-06-09 18:32:24+00:00,False,False,169,11
48438899,hersuades,0,2009-06-18 18:22:11+00:00,False,False,1,0
29874006,victoriaolynyk,57,2009-04-09 00:51:12+00:00,False,False,722,170
65970959,KyleTraum,14,2009-08-15 20:26:53+00:00,False,False,9,82
57432293,myrnajoy,2,2009-07-16 20:09:13+00:00,False,False,0,10
93796696,esssined,218,2009-12-01 05:24:14+00:00,False,False,3448,307
54139860,justinusse,3,2009-07-06 06:44:32+00:00,False,False,0,0
21309601,IainElliott,10,2009-02-19 15:51:02+00:00,False,False,8,22
28806450,Amanda_is_it,5,2009-04-04 14:57:35+00:00,False,False,27,1
65087189,dollyescarate,176,2009-08-12 16:49:10+00:00,False,False,706,206
40623007,maximzo,59,2009-05-17 07:07:09+00:00,False,False,912,56
62825522,sjarboe1,76,2009-08-04 14:02:37+00:00,False,False,90,874
99871282,sjsq,1,2009-12-28 05:31:20+00:00,False,False,0,25
89139771,kadotip,0,2009-11-11 08:34:54+00:00,False,False,0,0
40644244,goneforajog,51,2009-05-17 11:17:55+00:00,False,False,189,95
16465068,jaspar01,2,2008-09-26 07:53:15+00:00,False,False,0,1
32801639,midway56,22,2009-04-18 05:23:52+00:00,False,False,19,43
57503218,Hiddeneffectx,0,2009-07-17 01:00:55+00:00,False,False,3,1
21987496,picolina2,2,2009-02-26 07:40:22+00:00,False,False,1,0
83218716,humbertothe,1,2009-10-17 20:59:32+00:00,False,False,0,1
18926736,ahanly,124,2009-01-13 03:30:51+00:00,False,False,1973,185
74829000,ONellieCafe,8,2009-09-16 20:28:26+00:00,False,False,0,0
51758708,AustinIzTheShiz,2,2009-06-28 15:43:23+00:00,False,False,0,1
46742968,cwid33,4,2009-06-12 20:38:49+00:00,False,False,0,1
36338608,mossyovdarlo,14,2009-04-29 11:45:33+00:00,False,False,0,13
34765768,coolbreesin,0,2009-04-23 23:13:41+00:00,False,False,1,0
91069180,BritanySugahara,0,2009-11-19 09:21:12+00:00,False,False,0,0
21160868,clairereidphoto,194,2009-02-18 02:33:53+00:00,False,False,377,482
98129587,F4R_1Z,0,2009-12-20 13:41:10+00:00,False,False,0,0
69583629,thamaaletheya,3,2009-08-28 13:11:37+00:00,False,False,0,2
34887331,EsterToJi,50,2009-04-24 09:23:04+00:00,False,False,1429,78
54760733,TJKCOOK,14,2009-07-08 01:56:50+00:00,False,False,342,35
26085132,katings,1,2009-03-23 20:41:47+00:00,False,False,8,0
44707668,_Dionte_,1242,2009-06-04 20:12:23+00:00,False,False,93526,1046
69603871,HAYLZCAMPBELL,1,2009-08-28 14:41:12+00:00,False,False,1,2
80761947,chikisdvegas,33,2009-10-08 04:08:05+00:00,False,False,479,93
